모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급
K3 1.6 T-GDI 5DR 7DCT PE (ALL SEASON TIRE),기아,승용차,일반형,내연기관,휘발유,1591,자동7,139,12.1,3등급
아이오닉5 항속형 4WD 19인치,현대,승용차,다목적형,전기(MCT),전기,0,없음,0,4.7,고속
아이오닉5 항속형 4WD 20인치,현대,승용차,다목적형,전기(MCT),전기,0,없음,0,4.5,고속
Mercedes-Benz GLB250 4MATIC (5seater),벤츠,승용차,다목적형,내연기관,휘발유,1991,자동8,174,10.1,4등급
MINI Cooper S,MINI,승용차,일반형,내연기관,휘발유,1998,자동7,136,12.3,3등급
MINI Cooper,MINI,승용차,일반형,내연기관,휘발유,1499,자동7,124,13.4,3등급
MINI Cooper S five-door,MINI,승용차,일반형,내연기관,휘발유,1998,자동7,133,12.6,3등급
MINI Cooper five-door,MINI,승용차,일반형,내연기관,휘발유,1499,자동7,135,12.4,3등급
레인지로버 벨라 P400,랜드로버,승용차,다목적형,하이브리드,휘발유,2996,자동8,190,8.9,5등급
Q5 40 TDI quattro,아우디,승용차,다목적형,내연기관,경유,1968,자동7,150,12.8,3등급
Tiguan 2.0TDI,폭스바겐,승용차,다목적형,내연기관,경유,1968,자동7,121,15.6,2등급
렉서스 LC500 Convertible,토요타,승용차,일반형,내연기관,휘발유,4969,자동10,230,7.5,5등급
Model Y Standard Range,테슬라코리아 유한회사,승용차,다목적형,전기(MCT),전기,0,없음,0,5.6,고속
K8 3.5 GDI 19인치,기아,승용차,일반형,내연기관,휘발유,3470,자동8,165,10.3,4등급
K8 3.5 GDI 18인치,기아,승용차,일반형,내연기관,휘발유,3470,자동8,160,10.6,4등급
K8 3.5 GDI 18인치 (빌트인캠),기아,승용차,일반형,내연기관,휘발유,3470,자동8,162,10.5,4등급
K8 3.5 LPI 18인치,기아,승용차,일반형,내연기관,LPG,3470,자동8,172,7.7,5등급
K8 3.5 LPI 17인치,기아,승용차,일반형,내연기관,LPG,3470,자동8,166,8,5등급
K8 2.5 GDI 18인치,기아,승용차,일반형,내연기관,휘발유,2497,자동8,144,11.7,3등급
K8 2.5 GDI 17인치 (빌트인캠),기아,승용차,일반형,내연기관,휘발유,2497,자동8,141,11.9,3등급
K8 2.5 GDI 17인치,기아,승용차,일반형,내연기관,휘발유,2497,자동8,140,12,3등급
토요타 Sienna Hybrid AWD,토요타,승용차,기타형,하이브리드,휘발유,2487,무단변속,117,13.7,3등급
토요타 Sienna Hybrid 2WD,토요타,승용차,기타형,하이브리드,휘발유,2487,무단변속,109,14.5,2등급
K8 2.5 GDI 19인치,기아,승용차,일반형,내연기관,휘발유,2497,자동8,148,11.4,4등급
Peugeot 5008 2.0 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1997,자동8,126,15,2등급
Expedition 3.5 (8인승),포드,승용차,다목적형,내연기관,휘발유,3496,자동10,231,7.4,5등급
Model 3 Long Range,테슬라코리아 유한회사,승용차,일반형,전기(MCT),전기,0,없음,0,5.6,고속
쏘나타(DN8) 1.6 T-GDI 19인치(빌트인캠)_22MY,현대,승용차,일반형,내연기관,휘발유,1598,자동8,134,12.6,3등급
쏘나타(DN8) 1.6 T-GDI 19인치타이어_22MY,현대,승용차,일반형,내연기관,휘발유,1598,자동8,131,12.8,3등급
쏘나타(DN8) 1.6 T-GDI 17인치타이어(빌트인캠)_22MY,현대,승용차,일반형,내연기관,휘발유,1598,자동8,122,13.6,3등급
쏘나타(DN8) 1.6 T-GDI 17인치타이어_22MY,현대,승용차,일반형,내연기관,휘발유,1598,자동8,120,13.8,2등급
쏘나타(DN8) 2.0LPI_18인치타이어_22MY,현대,승용차,일반형,내연기관,LPG,1999,자동6,132,9.9,4등급
쏘나타(DN8) 하이브리드_17인치(빌트인캠)_22MY,현대,승용차,일반형,하이브리드,휘발유,1999,자동6,85,18.8,1등급
쏘나타(DN8) 2.0GDI 하이브리드_17인치타이어_22MY,현대,승용차,일반형,하이브리드,휘발유,1999,자동6,83,19.1,1등급
쏘나타(DN8) 하이브리드_18인치(빌트인캠)_22MY,현대,승용차,일반형,하이브리드,휘발유,1999,자동6,91,17.6,1등급
쏘나타(DN8) 2.0GDI 하이브리드_18인치타이어_22MY,현대,승용차,일반형,하이브리드,휘발유,1999,자동6,88,18,1등급
쏘나타(DN8) 2.0CVVL_17인치타이어_22MY,현대,승용차,일반형,내연기관,휘발유,1999,자동6,131,12.7,3등급
쏘나타(DN8) 2.0CVVL_18인치타이어_22MY,현대,승용차,일반형,내연기관,휘발유,1999,자동6,133,12.5,3등급
디스커버리 D300,랜드로버,승용차,다목적형,하이브리드,경유,2997,자동8,180,10.8,4등급
디스커버리 D250,랜드로버,승용차,다목적형,하이브리드,경유,2997,자동8,180,10.8,4등급
Mercedes-Benz C300 e 4MATIC,벤츠,승용차,일반형,PHEV,전기+휘발유,1991,자동9,57,2.9 / 10.7,PHEV
아이오닉5 항속형 RWD 19인치,현대,승용차,다목적형,전기(MCT),전기,0,없음,0,5.1,고속
"XM3 1.6 (17"" tire) LRRC",르노코리아자동차(주),승용차,기타형,내연기관,휘발유,1598,무단변속,121,13.6,3등급
"XM3 1.3 (17"" tire) LRRC",르노코리아자동차(주),승용차,기타형,내연기관,휘발유,1332,자동7,119,13.8,2등급
디펜더 90 D250,랜드로버,승용차,다목적형,하이브리드,경유,2997,자동8,190,10.2,4등급
디펜더 110 D300,랜드로버,승용차,다목적형,하이브리드,경유,2997,자동8,199,9.8,4등급
디펜더 110 D250,랜드로버,승용차,다목적형,하이브리드,경유,2997,자동8,199,9.8,4등급
"Mercedes-AMG GLA45 4MATIC	",벤츠,승용차,다목적형,내연기관,휘발유,1991,자동8,205,8.6,5등급
"Mercedes-Maybach S580 4MATIC	",벤츠,승용차,일반형,하이브리드,휘발유,3982,자동9,227,7.9,5등급
Mercedes-AMG A35 4MATIC,벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,174,10.1,4등급
아이오닉5 항속형 RWD 20인치,현대,승용차,다목적형,전기(MCT),전기,0,없음,0,4.9,고속
아이오닉5 항속형 RWD 19인치 빌트인캠,현대,승용차,다목적형,전기(MCT),전기,0,없음,0,5.1,고속
"Mercedes-Benz S580 4MATIC	",벤츠,승용차,일반형,하이브리드,휘발유,3982,자동9,227,7.9,5등급
Mercedes-Benz GLB250 4MATIC,벤츠,승용차,다목적형,내연기관,휘발유,1991,자동8,174,10.1,4등급
Mercedes-Benz GLB220,벤츠,승용차,다목적형,내연기관,휘발유,1991,자동8,164,10.6,4등급
Mercedes-Maybach S580 4MATIC (4 Seater),벤츠,승용차,일반형,하이브리드,휘발유,3982,자동9,227,7.9,5등급
A6 45 TFSI quattro,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,159,10.8,4등급
A6 45 TFSI,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,156,10.9,4등급
A4 35 TDI,아우디,승용차,일반형,내연기관,경유,1968,자동7,110,16.9,1등급
A4 40 TDI quattro,아우디,승용차,일반형,내연기관,경유,1968,자동7,120,15.6,2등급
RS Q8,아우디,승용차,다목적형,하이브리드,휘발유,3996,자동8,265,6.6,5등급
코란도 1.6 디젤 6MT 2WD SCR Step2,쌍용,승용차,기타형,내연기관,경유,1597,수동6,117,16,1등급
코란도 1.6 디젤 6AT 2WD SCR Step2 17인치 타이어,쌍용,승용차,기타형,내연기관,경유,1597,자동6,132,14.3,2등급
코란도 1.6 디젤 6AT 2WD SCR Step2 19인치 타이어,쌍용,승용차,기타형,내연기관,경유,1597,자동6,134,14.2,2등급
코란도 1.6 디젤 6AT AWD SCR Step2,쌍용,승용차,기타형,내연기관,경유,1597,자동6,135,14.1,2등급
Grand C4 Spacetourer 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,123,15.2,2등급
DS3 Crossback 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,119,15.7,2등급
페라리 Portofino M,페라리,승용차,일반형,내연기관,휘발유,3855,자동8,231,7.6,5등급
Peugeot 308 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,109,17.1,1등급
Peugeot 5008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,126,14.9,2등급
C3 Aircross 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동6,122,15.4,2등급
C5 Aircross 1.5 BlueHDi_(18inch tire),PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,118,15.8,2등급
Peugeot 508SW 1.5 BlueHDi_(19inch tire),PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,120,15.6,2등급
Peugeot 508SW 1.5 BlueHDi_(18inch tire),PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,108,17.2,1등급
Peugeot 508 1.5 BlueHDi_(19inch tire),PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,120,15.6,2등급
Peugeot 508 1.5 BlueHDi_(18inch tire),PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,108,17.2,1등급
DS7 Crossback 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,126,14.9,2등급
Peugeot 3008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,118,15.8,2등급
C5 Aircross 1.5 BlueHDi_(19inch tire),PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,119,15.8,2등급
MG ZS EV,(주) 케이모터,승용차,다목적형,전기(MCT),전기,0,없음,0,4.3,고속
Mercedes-Benz S350 d,벤츠,승용차,일반형,내연기관,경유,2925,자동9,161,12,3등급
Mercedes-Benz GLA220,벤츠,승용차,다목적형,내연기관,휘발유,1991,자동8,158,11,4등급
"Mercedes-AMG GLE53 4MATIC+	",벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,220,8.3,5등급
"Mercedes-Benz GLE450 4MATIC (5 Seater)	",벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,220,8.3,5등급
Mercedes-Benz GLE450 4MATIC,벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,220,8.3,5등급
Mercedes-AMG GLE53 4MATIC+ Coupe,벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,220,8.3,5등급
"Mercedes-AMG GT43 4MATIC+	",벤츠,승용차,일반형,하이브리드,휘발유,2999,자동9,212,8.6,5등급
Mercedes-Maybach GLS600,벤츠,승용차,다목적형,하이브리드,휘발유,3982,자동9,277,6.6,5등급
Mercedes-Benz GLS580 4MATIC,벤츠,승용차,다목적형,하이브리드,휘발유,3982,자동9,277,6.6,5등급
Mercedes-Maybach GLS600 (4 Seater),벤츠,승용차,다목적형,하이브리드,휘발유,3982,자동9,277,6.6,5등급
디스커버리 P360,랜드로버,승용차,다목적형,하이브리드,휘발유,2996,자동8,227,7.5,5등급
디펜더 110 P300,랜드로버,승용차,다목적형,내연기관,휘발유,1997,자동8,223,7.6,5등급
디펜더 110 P300,랜드로버,승용차,다목적형,내연기관,휘발유,1997,자동8,223,7.6,5등급
SQ5 TFSI,아우디,승용차,다목적형,내연기관,휘발유,2995,자동8,201,8.6,5등급
RS 5 Sportback,아우디,승용차,일반형,내연기관,휘발유,2894,자동8,203,8.6,5등급
"Mercedes-Benz S400 d 4MATIC	",벤츠,승용차,일반형,내연기관,경유,2925,자동9,170,11.4,4등급
RS 7,아우디,승용차,일반형,하이브리드,휘발유,3996,자동8,239,7.4,5등급
A5 Sportback 35 TDI,아우디,승용차,일반형,내연기관,경유,1968,자동7,114,16.3,1등급
RS 6 Avant,아우디,승용차,일반형,하이브리드,휘발유,3996,자동8,250,7,5등급
A5 Sportback 40 TDI quattro,아우디,승용차,일반형,내연기관,경유,1968,자동7,125,15,2등급
Lincoln Navigator 3.5,포드,승용차,다목적형,내연기관,휘발유,3496,자동10,238,7.2,5등급
Expedition 3.5,포드,승용차,다목적형,내연기관,휘발유,3496,자동10,231,7.4,5등급
Lincoln Navigator 3.5 (8인승),포드,승용차,다목적형,내연기관,휘발유,3496,자동10,238,7.2,5등급
"Mercedes-Benz CLA250 4MATIC	",벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,156,11.2,4등급
"Mercedes-Benz A250 4MATIC	",벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,156,11.2,4등급
"Mercedes-Benz G400 d	",벤츠,승용차,다목적형,내연기관,경유,2925,자동9,233,8.4,5등급
"Mercedes-Benz A220	",벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,151,11.5,4등급
레인지로버 벨라 P250,랜드로버,승용차,다목적형,내연기관,휘발유,1997,자동8,197,8.6,5등급
718 카이맨 GTS 4.0,포르쉐,승용차,일반형,내연기관,휘발유,3995,자동7,208,8.4,5등급
718 박스터 GTS 4.0,포르쉐,승용차,일반형,내연기관,휘발유,3995,자동7,208,8.4,5등급
캐딜락 XT4,GM,승용차,다목적형,내연기관,휘발유,1998,자동9,173,10,4등급
ACCORD 1.5T,혼다,승용차,일반형,내연기관,휘발유,1498,무단변속,118,13.9,2등급
ACCORD HYBRID,혼다,승용차,일반형,하이브리드,휘발유,1993,무단변속,91,17.5,1등급
렉서스 UX250h AWD,토요타,승용차,다목적형,하이브리드,휘발유,1987,무단변속,105,15,2등급
GR Supra,토요타,승용차,일반형,내연기관,휘발유,2998,자동8,165,10.2,4등급
"셀토스 1.6디젤 4WD 18"" 타이어 (21)",기아,승용차,다목적형,내연기관,경유,1598,자동7,132,14.3,2등급
"셀토스 1.6디젤 4WD 17"" 타이어 (21)",기아,승용차,다목적형,내연기관,경유,1598,자동7,127,14.8,2등급
"셀토스 1.6디젤 4WD 16"" 타이어 (21)",기아,승용차,다목적형,내연기관,경유,1598,자동7,123,15.3,2등급
"셀토스 1.6디젤 2WD 18"" 타이어 (21)",기아,승용차,다목적형,내연기관,경유,1598,자동7,116,16.1,1등급
"셀토스 1.6디젤 2WD 17"" 타이어 (21)",기아,승용차,다목적형,내연기관,경유,1598,자동7,111,16.7,1등급
"셀토스 1.6디젤 2WD 16"" 타이어 (21)",기아,승용차,다목적형,내연기관,경유,1598,자동7,109,17.1,1등급
팰리세이드 2.2 디젤 2WD 7인 20인치 (21),현대,승용차,다목적형,내연기관,경유,2199,자동8,164,11.7,3등급
팰리세이드 2.2 디젤 AWD 7인 18인치 (21),현대,승용차,다목적형,내연기관,경유,2199,자동8,170,11.4,4등급
팰리세이드 2.2 디젤 AWD 7인 20인치 (21),현대,승용차,다목적형,내연기관,경유,2199,자동8,171,11.3,4등급
팰리세이드 2.2 디젤 2WD 7인 18인치 (21),현대,승용차,다목적형,내연기관,경유,2199,자동8,155,12.4,3등급
팰리세이드 2.2 디젤 2WD 8인 18인치 (21),현대,승용차,다목적형,내연기관,경유,2199,자동8,159,12.1,3등급
팰리세이드 2.2 디젤 2WD 8인 20인치 (21),현대,승용차,다목적형,내연기관,경유,2199,자동8,164,11.7,3등급
팰리세이드 2.2 디젤 AWD 8인 18인치 (21),현대,승용차,다목적형,내연기관,경유,2199,자동8,170,11.4,4등급
팰리세이드 2.2 디젤 AWD 8인 20인치 (21),현대,승용차,다목적형,내연기관,경유,2199,자동8,171,11.3,4등급
모하비 3.0 디젤 4WD 6인 18인치타이어 (21),기아,승용차,다목적형,내연기관,경유,2959,자동8,210,9.4,4등급
모하비 3.0 디젤 4WD 6인 20인치타이어 (21),기아,승용차,다목적형,내연기관,경유,2959,자동8,214,9.2,5등급
모하비 3.0 디젤 4WD 5인 20인치타이어 (21),기아,승용차,다목적형,내연기관,경유,2959,자동8,212,9.3,5등급
모하비 3.0 디젤 4WD 7인 20인치타이어 (21),기아,승용차,다목적형,내연기관,경유,2959,자동8,214,9.2,5등급
모하비 3.0 디젤 4WD 5인 18인치타이어 (21),기아,승용차,다목적형,내연기관,경유,2959,자동8,210,9.4,4등급
모하비 3.0 디젤 4WD 7인 18인치타이어 (21),기아,승용차,다목적형,내연기관,경유,2959,자동8,212,9.3,5등급
"카니발 2.2디젤 하이리무진 9인승(18""/19""타이어)",기아,승용차,기타형,내연기관,경유,2151,자동8,169,11.5,4등급
"카니발 2.2디젤 하이리무진 7인승(19""타이어)",기아,승용차,기타형,내연기관,경유,2151,자동8,176,11,4등급
렉서스 LS500 AWD,토요타,승용차,일반형,내연기관,휘발유,3445,자동10,220,7.9,5등급
렉서스 LS500h AWD,토요타,승용차,일반형,하이브리드,휘발유,3456,무단변속,175,9.6,4등급
다니고VAN,(주)대창모터스,화물차,밴형,전기,전기,0,없음,0,3.6,고속
BMW 330i xDrive,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,152,11.2,4등급
카이엔 E-하이브리드,포르쉐,승용차,다목적형,PHEV,전기+휘발유,2995,자동8,55,1.8 / 8,PHEV
카이엔 E-하이브리드 COUPE,포르쉐,승용차,다목적형,PHEV,전기+휘발유,2995,자동8,55,1.8 / 8,PHEV
카이엔 E-하이브리드 COUPE (5인승),포르쉐,승용차,다목적형,PHEV,전기+휘발유,2995,자동8,55,1.8 / 8,PHEV
Q8 55 TFSI quattro,아우디,승용차,다목적형,하이브리드,휘발유,2995,자동8,222,7.9,5등급
파나메라 터보 S,포르쉐,승용차,일반형,내연기관,휘발유,3996,자동8,246,7.1,5등급
파나메라 터보 S (5인승),포르쉐,승용차,일반형,내연기관,휘발유,3996,자동8,246,7.1,5등급
파나메라 4 (5인승),포르쉐,승용차,일반형,내연기관,휘발유,2894,자동8,217,8,5등급
파나메라 4,포르쉐,승용차,일반형,내연기관,휘발유,2894,자동8,217,8,5등급
파나메라 4 이그제큐티브,포르쉐,승용차,일반형,내연기관,휘발유,2894,자동8,217,8,5등급
스포티지 1.6디젤 4WD (PE/19“ 타이어)(21),기아,승용차,다목적형,내연기관,경유,1598,자동7,144,13.2,3등급
스포티지 1.6디젤 4WD (PE/18“ 타이어)(21),기아,승용차,다목적형,내연기관,경유,1598,자동7,137,13.9,2등급
스포티지 1.6디젤 4WD (PE/17“ 타이어)(21),기아,승용차,다목적형,내연기관,경유,1598,자동7,135,14,2등급
스포티지 1.6디젤 2WD (PE/19“ 타이어)(21),기아,승용차,다목적형,내연기관,경유,1598,자동7,126,14.9,2등급
스포티지 1.6디젤 2WD (PE/18“ 타이어)(21),기아,승용차,다목적형,내연기관,경유,1598,자동7,124,15.2,2등급
스포티지 1.6디젤 2WD (PE/17“ 타이어)(21),기아,승용차,다목적형,내연기관,경유,1598,자동7,118,15.8,2등급
BMW 330i,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,143,11.8,3등급
S5 Sportback TFSI,아우디,승용차,일반형,내연기관,휘발유,2995,자동8,189,9.2,5등급
Q3 Sportback 35 TDI quattro,아우디,승용차,다목적형,내연기관,경유,1968,자동7,135,14,2등급
Q3 35 TDI quattro,아우디,승용차,다목적형,내연기관,경유,1968,자동7,134,14.2,2등급
짚 랭글러 아일랜더,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,193,9,5등급
"렉스턴 2.2 8AT 4WD SCR Step2 7인승 ISG			",쌍용,승용차,다목적형,내연기관,경유,2157,자동8,175,11.1,4등급
